poi_id,poi_name,poi_type,address,longitude,latitude,description,location_id,location_name,location_longitude,location_latitude,current_temp,current_condition,weather_update_time,star_rating,room_count,scenic_level,max_capacity,enterprise_id,enterprise_name,enterprise_type,relationship_type
1,上海博物馆,scenic_spot,人民大道201号,121.475507,31.228228,中国古代艺术博物馆,1,黄浦区,121.48442,31.231661,15.8,晴,2025/12/24 10:00,,,AAAA,8000,1,上海博物馆,事业单位,管理
2,上海豫园,scenic_spot,安仁街218号,121.492781,31.226483,明代园林古迹,1,黄浦区,121.48442,31.231661,15.8,晴,2025/12/24 10:00,,,AAAA,15000,2,上海豫园旅游商城股份有限公司,上市公司,管理
3,上海城市规划展示馆,scenic_spot,人民大道100号,121.47556,31.231588,城市规划展示中心,1,黄浦区,121.48442,31.231661,15.8,晴,2025/12/24 10:00,,,AAAA,10000,3,上海市规划和自然资源局,政府机构,管理
4,上海田子坊,scenic_spot,泰康路200-1号,121.46973,31.207755,艺术创意街区,1,黄浦区,121.48442,31.231661,15.8,晴,2025/12/24 10:00,,,AAA,8000,4,田子坊文化发展有限公司,民营企业,管理
5,上海老码头景区,scenic_spot,中山南路505号老码头,121.50727,31.217708,历史码头改造景区,1,黄浦区,121.48442,31.231661,15.8,晴,2025/12/24 10:00,,,AAA,23744,5,上海老码头投资管理有限公司,民营企业,管理
6,上海动物园,scenic_spot,虹桥路2381号,121.362928,31.192925,综合性动物园,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,,,AAAA,44000,6,上海动物园,事业单位,管理
7,长风公园·长风海洋世界景区,scenic_spot,大渡河路189号、451号,121.399548,31.224054,公园与海洋馆,3,普陀区,121.39547,31.249618,14.9,多云,2025/12/24 10:00,,,AAAA,50000,7,上海长风海洋世界,民营企业,管理
8,M50艺术产业园,scenic_spot,莫干山路50号,121.449142,31.247988,艺术创意产业园,3,普陀区,121.39547,31.249618,14.9,多云,2025/12/24 10:00,,,AAA,14350,8,M50创意园区管理公司,民营企业,管理
9,上海大宁灵石公园,scenic_spot,广中西路288号,121.443097,31.275776,城市公园,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,,,AAA,105247,9,上海静安区绿化市容局,政府机构,管理
10,上海鲁迅公园,scenic_spot,四川北路2288号,121.482945,31.270761,纪念性公园,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,,,AAA,102400,10,上海虹口区绿化市容局,政府机构,管理
11,上海和平公园,scenic_spot,天宝路891号,121.500629,31.271596,城市公园,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,,,AAA,89731,10,上海虹口区绿化市容局,政府机构,管理
12,上海犹太难民纪念馆,scenic_spot,长阳路62号,121.509241,31.254267,历史纪念馆,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,,,AAA,1600,11,上海虹口区文旅局,政府机构,管理
13,上海共青森林公园,scenic_spot,军工路2000号,121.550352,31.319819,生态森林公园,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,,,AAAA,63000,12,上海共青森林公园,事业单位,管理
14,黄兴公园,scenic_spot,国顺东路369号,121.529626,31.293238,城市公园,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,,,AAA,65000,13,上海杨浦区绿化市容局,政府机构,管理
15,上海锦江乐园,scenic_spot,虹梅路201号,121.409341,31.140296,综合游乐园,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,,,AAAA,37500,14,锦江国际集团,国有企业,管理
16,上海召稼楼,scenic_spot,沈杜公路2059号,121.549785,31.074066,江南水乡古镇,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,,,AAA,42000,15,上海闵行文旅投资发展有限公司,国有企业,管理
17,上海老外街景区,scenic_spot,虹梅路3338弄,121.387875,31.191292,国际风情街区,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,,,AAA,11692,16,老外街投资发展有限公司,民营企业,管理
18,上海顾村公园,scenic_spot,沪太路4788号,121.385189,31.344728,赏樱花名胜,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,,,AAAA,200780,17,上海顾村公园,事业单位,管理
19,上海东方假日田园,scenic_spot,联杨路3888号,121.325716,31.400166,农业观光园,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,,,AAA,7600,18,东方假日田园旅游发展公司,民营企业,管理
20,上海玻璃博物馆,scenic_spot,长江西路685号,121.472233,31.343926,玻璃艺术博物馆,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,,,AAAA,6500,19,上海玻璃博物馆,民营企业,管理
21,上海古猗园,scenic_spot,沪宜公路218号,121.316425,31.290596,江南园林,9,嘉定区,121.265276,31.375566,14.7,多云,2025/12/24 10:00,,,AAAA,45000,20,上海古猗园,事业单位,管理
22,嘉定州桥景区,scenic_spot,南大街290号,121.251419,31.382667,历史文化街区,9,嘉定区,121.265276,31.375566,14.7,多云,2025/12/24 10:00,,,AAAA,162000,21,上海嘉定文旅集团,国有企业,管理
23,南翔景区,scenic_spot,南翔镇,121.31082,31.299815,江南古镇,9,嘉定区,121.265276,31.375566,14.7,多云,2025/12/24 10:00,,,AAAA,26000,21,上海嘉定文旅集团,国有企业,管理
24,华亭人家-毛桥村,scenic_spot,华亭镇联华村788号,121.28595,31.484905,乡村旅游点,9,嘉定区,121.265276,31.375566,14.7,多云,2025/12/24 10:00,,,AAA,21250,22,华亭镇乡村旅游合作社,集体企业,管理
25,上海东方明珠广播电视塔,scenic_spot,世纪大道1号,121.499971,31.239436,上海标志性建筑,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAAAA,35000,23,上海东方明珠传媒股份有限公司,上市公司,拥有
26,上海野生动物园,scenic_spot,南六公路178号,121.71899,31.052988,大型野生动物园,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAAAA,96000,24,上海野生动物园有限公司,国有企业,管理
27,上海科技馆,scenic_spot,世纪大道2000号,121.541621,31.218122,科普教育基地,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAAAA,30000,25,上海科技馆,事业单位,管理
28,金茂大厦88层观光厅,scenic_spot,世纪大道88号,121.505476,31.235345,高层观光厅,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAAA,15600,26,上海陆家嘴集团,国有企业,拥有
29,上海世纪公园,scenic_spot,芳甸路666号,121.558928,31.221151,城市中央公园,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAAA,98989,27,上海世纪公园经营管理有限公司,国有企业,管理
30,上海海洋水族馆,scenic_spot,陆家嘴环路1388号,121.501894,31.240777,世界级水族馆,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAAA,29000,28,上海海昌海洋公园,民营企业,管理
31,上海鲜花港,scenic_spot,东海农场振东路2号,121.901793,30.946509,花卉主题公园,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAAA,88000,29,上海鲜花港发展有限公司,国有企业,管理
32,上海中国航海博物馆,scenic_spot,申港大道197号,121.919734,30.896132,航海主题博物馆,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAAA,20000,30,中国航海博物馆,事业单位,管理
33,上海环球金融中心观光厅,scenic_spot,世纪大道100号,121.506616,31.241159,高层观光厅,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAAA,16000,26,上海陆家嘴集团,国有企业,拥有
34,上海南汇桃花村,scenic_spot,惠南镇北门路289号,121.75495,31.06022,桃花观赏地,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,29374,31,南汇新城镇政府,政府机构,管理
35,大团桃园,scenic_spot,大团镇赵桥村柴场888号,121.738706,30.986038,桃园观光,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,29630,32,大团镇政府,政府机构,管理
36,上海南汇渔乐湾生态园,scenic_spot,新场镇笋王路1688号,121.663482,31.011747,生态观光园,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,4344,33,渔乐湾生态园开发公司,民营企业,管理
37,书院人家,scenic_spot,书院镇洋溢村书院692号,121.873129,30.944561,乡村旅游点,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,3220,34,书院镇乡村旅游合作社,集体企业,管理
38,上海滨海森林公园,scenic_spot,东大公路5366号,121.909864,30.971939,滨海森林公园,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,29384,35,上海滨海森林公园管理所,事业单位,管理
39,新场古镇,scenic_spot,新场镇海泉街128号,121.646772,31.024797,江南水乡古镇,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,20352,36,新场镇旅游发展公司,国有企业,管理
40,上海地质科普馆,scenic_spot,祝桥镇新龙村新龙宅100号,121.782882,31.178243,地质科普展馆,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,5500,37,上海地质科普馆,事业单位,管理
41,上海中医药博物馆,scenic_spot,蔡伦路1200号,121.596488,31.194051,中医药主题博物馆,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,11604,38,上海中医药大学,事业单位,管理
42,上海枫泾古镇,scenic_spot,枫泾镇亭枫公路8588弄28号,121.014592,30.88644,江南水乡古镇,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,,,AAAA,43500,39,上海金山文旅集团,国有企业,管理
43,上海金山城市沙滩,scenic_spot,金山大道1972号,121.34423,30.742572,人工海滩,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,,,AAAA,50000,39,上海金山文旅集团,国有企业,管理
44,上海东林寺景区,scenic_spot,朱泾镇东林街150号,121.165811,30.894367,千年古刹,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,,,AAAA,10000,40,东林寺,宗教组织,管理
45,廊下生态园,scenic_spot,廊下镇漕廊公路9177号,121.1554,30.785796,生态农业园,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,,,AAA,7800,41,廊下镇政府,政府机构,管理
46,中国农民画村,scenic_spot,朱枫公路8258弄169号,121.017045,30.922221,农民画主题村,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,,,AAA,10200,42,金山区文旅局,政府机构,管理
47,上海南社纪念馆,scenic_spot,张堰镇新华路139号,121.285745,30.801751,历史纪念馆,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,,,AAA,500,43,张堰镇文化站,政府机构,管理
48,上海佘山国家森林公园,scenic_spot,外青松公路9258号,121.198473,31.09636,国家森林公园,12,松江区,121.227676,31.03257,14.6,多云,2025/12/24 10:00,,,AAAA,87932,44,上海佘山国家旅游度假区管委会,政府机构,管理
49,上海方塔园,scenic_spot,中山东路235号,121.246019,31.004706,宋代古塔园林,12,松江区,121.227676,31.03257,14.6,多云,2025/12/24 10:00,,,AAAA,15000,45,上海松江区文旅局,政府机构,管理
50,上海月湖雕塑公园,scenic_spot,佘山林荫新路1158号,121.207867,31.099122,雕塑艺术公园,12,松江区,121.227676,31.03257,14.6,多云,2025/12/24 10:00,,,AAAA,20000,46,上海月湖投资管理有限公司,民营企业,管理
51,上海欢乐谷,scenic_spot,林湖路888号,121.214778,31.09607,大型主题乐园,12,松江区,121.227676,31.03257,14.6,多云,2025/12/24 10:00,,,AAAA,80664,47,上海欢乐谷投资发展有限公司,国有企业,管理
52,上海影视乐园,scenic_spot,车墩镇北松公路4915号,121.311885,31.011249,影视拍摄基地,12,松江区,121.227676,31.03257,14.6,多云,2025/12/24 10:00,,,AAA,20000,48,上海影视乐园有限公司,国有企业,管理
53,上海福泉山遗址景区,scenic_spot,重固镇福泉山路658号,121.177414,31.200192,古文化遗址,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,,,AAA,3633,49,青浦区文旅局,政府机构,管理
54,上海金龟岛渔村,scenic_spot,金泽镇建国村,120.919368,31.042644,水乡渔村,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,,,AAA,4700,50,金泽镇政府,政府机构,管理
55,碧海金沙水上乐园,scenic_spot,海湾旅游区海涵路6号,121.55368,30.819989,水上乐园,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,,,AAAA,43000,51,上海海湾旅游区开发有限公司,国有企业,管理
56,上海都市菜园,scenic_spot,海湾镇海兴路888号,121.589722,30.863064,农业观光园,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,,,AAAA,10700,52,上海都市菜园有限公司,国有企业,管理
57,上海海湾国家森林公园,scenic_spot,海湾镇随塘河路1677号,121.677554,30.863169,国家森林公园,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,,,AAAA,151778,53,上海海湾国家森林公园,事业单位,管理
58,上海玉穗绿苑,scenic_spot,金海公路2229号,121.495196,30.8847,生态观光园,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,,,AAA,14942,54,奉贤区农业农村委,政府机构,管理
59,上海庄行乡村旅游景区,scenic_spot,庄行镇南亭公路2865号,121.400461,30.903056,乡村旅游区,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,,,AAA,68100,55,庄行镇政府,政府机构,管理
60,东平国家森林公园,scenic_spot,东平林场,121.539097,31.671163,国家森林公园,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,,,AAAA,114630,56,上海崇明东平国家森林公园,事业单位,管理
61,上海前卫村,scenic_spot,竖新镇前卫村801号,121.512596,31.71898,生态村,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,,,AAAA,38350,57,前卫生态村,集体企业,管理
62,明珠湖·西沙湿地,scenic_spot,三星镇三华公路333号,121.257035,31.750321,湿地公园,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,,,AAAA,108192,58,崇明西沙湿地管理所,政府机构,管理
63,上海瀛东生态村,scenic_spot,陈家镇瀛东村村民委员会,121.843353,31.463629,生态村,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,,,AAA,7040,59,瀛东生态村,集体企业,管理
64,上海高家庄园乡村俱乐部,scenic_spot,港西镇港东公路999号,121.426645,31.680896,乡村俱乐部,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,,,AAA,34090,60,高家庄园投资公司,民营企业,管理
65,上海瑞华果园,scenic_spot,新海镇北沿公路3172号7幢,121.331884,31.811328,果园观光,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,,,AAA,21818,61,瑞华果业合作社,集体企业,管理
66,江南三民文化村,scenic_spot,林风公路2201号,121.498388,31.718382,民俗文化村,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,,,AAA,13827,62,江南三民文化村,民营企业,管理
67,上海陈云故里·练塘古镇景区,scenic_spot,朱枫公路3516号,121.043851,31.007039,历史文化古镇,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,,,AAAA,8981,49,青浦区文旅局,政府机构,管理
68,上海大观园,scenic_spot,金商路701号,121.124249,31.15098,红楼梦主题园,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,,,AAAA,20000,63,上海大观园有限公司,国有企业,管理
69,朱家角古镇,scenic_spot,朱家角镇西井街84号,121.053978,31.112763,江南水乡古镇,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,,,AAAA,33784,64,朱家角投资发展有限公司,国有企业,管理
70,上海市青少年校外活动营地-东方绿舟,scenic_spot,沪青平公路6888号,121.012163,31.104513,青少年活动基地,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,,,AAAA,110188,65,上海东方绿舟,事业单位,管理
71,上海植物园,scenic_spot,龙吴路1111号,121.445328,31.147406,植物科普园,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,,,AAAA,104910,66,上海植物园,事业单位,管理
72,上海宋庆龄故居纪念馆,scenic_spot,淮海中路1843号,121.438748,31.204385,名人故居,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,,,AAAA,2500,67,宋庆龄故居纪念馆,事业单位,管理
73,上海马陆葡萄艺术村,scenic_spot,马陆镇大治东路285号,121.292764,31.347638,葡萄主题村,9,嘉定区,121.265276,31.375566,14.7,多云,2025/12/24 10:00,,,AAAA,10920,68,马陆镇政府,政府机构,管理
74,上海徐家汇源景区,scenic_spot,漕溪北路90号,121.441735,31.192148,历史文化街区,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,,,AAAA,95235,69,徐汇区文旅局,政府机构,管理
75,上海炮台湾景区,scenic_spot,塘后路206号,121.506409,31.39389,滨江湿地公园,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,,,AAAA,23346,70,宝山区文旅局,政府机构,管理
76,上海宝山国际民间艺术博览馆景区,scenic_spot,沪太路4788号,121.381763,31.346163,民间艺术展馆,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,,,AAAA,3000,71,上海宝山国际民间艺术博览馆,事业单位,管理
77,上海辰山植物园,scenic_spot,辰花路3888号,121.182682,31.075097,植物园,12,松江区,121.227676,31.03257,14.6,多云,2025/12/24 10:00,,,AAAA,94054,72,上海辰山植物园,事业单位,管理
78,上海醉白池公园,scenic_spot,人民南路64号,121.229986,31.001687,古典园林,12,松江区,121.227676,31.03257,14.6,多云,2025/12/24 10:00,,,AAA,10000,73,上海醉白池公园,事业单位,管理
79,上海联怡枇杷乐园,scenic_spot,外青松公路7168号,121.128038,31.126619,枇杷主题园,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,,,AAA,10540,74,联怡果业合作社,集体企业,管理
80,上海金山嘴渔村,scenic_spot,沪杭公路6394号,121.375657,30.73211,渔村古镇,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,,,AAA,21000,75,金山嘴渔村发展有限公司,国有企业,管理
81,金罗店美兰湖景区,scenic_spot,罗芬路555弄21号,121.358866,31.398975,湖畔景区,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,,,AAAA,50000,76,美兰湖投资发展有限公司,国有企业,管理
82,上海汽车博览公园,scenic_spot,博园路7001号,121.178922,31.279651,汽车主题公园,9,嘉定区,121.265276,31.375566,14.7,多云,2025/12/24 10:00,,,AAAA,140000,77,上海汽车博览公园,事业单位,管理
83,宏泰园,scenic_spot,浏翔公路3425号,121.298433,31.389949,生态观光园,9,嘉定区,121.265276,31.375566,14.7,多云,2025/12/24 10:00,,,AAA,12000,78,嘉定区农业农村委,政府机构,管理
84,上海葵园农家乐专业合作社,scenic_spot,书院镇东大公路4677号,121.887933,30.979228,农家乐,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,4122,79,书院镇农业合作社,集体企业,管理
85,多利农庄生态园,scenic_spot,川南奉公路7007号,121.769893,30.977324,生态农庄,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,10804,80,多利农庄投资公司,民营企业,管理
86,上海闻道园,scenic_spot,潘泾路2888号,121.35483,31.437658,古建筑园林,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,,,AAAA,30000,81,上海闻道园投资管理公司,民营企业,管理
87,上海菲尼克斯生态园,scenic_spot,老朱枫公路6800弄168号,121.016903,30.962497,生态观光园,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,,,AAA,3898,82,菲尼克斯生态园,民营企业,管理
88,上海游龙石文化科普馆,scenic_spot,川沙新镇新春路20号,121.693091,31.163005,石文化展馆,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,5000,83,游龙石文化发展公司,民营企业,管理
89,上海杜莎夫人蜡像馆,scenic_spot,南京西路2-68号新世界商厦10楼,121.473757,31.235268,蜡像展览馆,1,黄浦区,121.48442,31.231661,15.8,晴,2025/12/24 10:00,,,AAAA,23650,84,默林娱乐集团,外资企业,拥有
90,上海音乐谷景区,scenic_spot,溧阳路649号西楼三楼,121.490277,31.254513,音乐文化街区,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,,,AAA,22840,11,上海虹口区文旅局,政府机构,管理
91,上海闵行体育公园,scenic_spot,新镇路456号,121.365919,31.145176,体育主题公园,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,,,AAA,43348,85,上海闵行体育公园,事业单位,管理
92,上海韩湘水博园,scenic_spot,江川路3805号,121.332143,30.985811,水文化主题园,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,,,AAA,6000,86,韩湘水博园投资公司,民营企业,管理
93,上海国际赛车场旅游景区,scenic_spot,伊宁路2199号,121.226035,31.329702,F1赛车场,9,嘉定区,121.265276,31.375566,14.7,多云,2025/12/24 10:00,,,AAAA,123600,87,上海国际赛车场经营公司,国有企业,管理
94,上海周浦花海景区,scenic_spot,周浦镇界浜村406号,121.645547,31.117619,花卉观赏园,10,浦东新区,121.544346,31.221461,15.5,晴,2025/12/24 10:00,,,AAA,15000,88,周浦镇政府,政府机构,管理
95,上海雪浪湖生态园,scenic_spot,新浜镇胡曹路699弄100号,121.087123,30.926408,生态休闲园,12,松江区,121.227676,31.03257,14.6,多云,2025/12/24 10:00,,,AAA,40000,89,雪浪湖生态园开发公司,民营企业,管理
96,上海紫海鹭缘景区,scenic_spot,北沿公路2018号,121.495611,31.67397,薰衣草主题园,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,,,AAA,18000,90,紫海鹭缘投资公司,民营企业,管理
97,上海国际时尚中心,scenic_spot,杨树浦路2866号,121.557522,31.272492,文化创意园区,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,,,AAAA,30000,91,上海国际时尚中心,国有企业,管理
98,上海崧泽遗址博物馆,scenic_spot,沪青平公路3993号,121.163996,31.146944,古文化遗址博物馆,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,,,AAA,5000,92,上海崧泽遗址博物馆,事业单位,管理
99,中共二大会址纪念馆,scenic_spot,老成都北路7弄30号,121.466693,31.224193,革命纪念馆,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,,,AAA,10000,93,中共二大会址纪念馆,事业单位,管理
100,上海富建酒店有限公司,hotel,七莘路1885号,121.360474,31.137714,商务酒店,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,5星级,280,,,94,上海富建酒店有限公司,民营企业,拥有
101,上海烟草集团闵行烟草糖酒有限公司金燕大厦,hotel,春申路3800号,121.38645,31.100358,商务酒店,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,3星级,150,,,95,上海烟草集团,国有企业,拥有
102,紫藤宾馆,hotel,东川路3050号,121.382655,31.004889,校园宾馆,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,3星级,120,,,96,上海交通大学,事业单位,拥有
103,上海莘城宾馆,hotel,凯城路199号,121.384376,31.102575,商务宾馆,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,3星级,95,,,97,上海莘城宾馆,民营企业,拥有
104,上海雍和宾馆有限公司,hotel,顾戴路85号,121.406531,31.145932,商务宾馆,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,3星级,108,,,98,上海雍和酒店管理公司,民营企业,拥有
105,上海九宇宾馆有限公司,hotel,莘西路299号,121.373103,31.105123,经济型宾馆,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,2星级,85,,,99,上海九宇酒店管理公司,民营企业,拥有
106,上海南亚宾馆有限公司,hotel,沪闵路280号,121.421823,31.007747,商务宾馆,7,闵行区,121.380857,31.112834,14.8,多云,2025/12/24 10:00,2星级,72,,,100,上海南亚宾馆,民营企业,拥有
107,宝钢集团宝山宾馆,hotel,牡丹江路1813号,121.480858,31.40943,企业宾馆,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,4星级,180,,,101,宝钢集团,国有企业,拥有
108,上海紫薇悦园会务管理有限公司,hotel,沪太路4788号,121.385189,31.344728,会务酒店,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,4星级,200,,,102,上海紫薇酒店管理公司,民营企业,拥有
109,上海金仓永华酒店管理有限公司,hotel,水产路2659号,121.440971,31.365666,商务酒店,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,4星级,165,,,103,上海金仓永华酒店,民营企业,拥有
110,上海金富门酒店有限公司,hotel,牡丹江路1285号,121.487907,31.395539,商务酒店,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,3星级,125,,,104,上海金富门酒店,民营企业,拥有
111,上海北翼大酒店,hotel,淞滨路600号,121.494124,31.372032,商务酒店,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,3星级,135,,,105,上海北翼酒店管理公司,民营企业,拥有
112,上海华方实业有限公司华方大酒店,hotel,沪太路7098号,121.424067,31.294668,商务酒店,8,宝山区,121.489431,31.405242,14.5,多云,2025/12/24 10:00,1星级,60,,,106,上海华方实业,民营企业,拥有
113,上海南郊宾馆有限公司,hotel,南桥新城望园路8号,121.475946,30.952082,商务宾馆,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,5星级,300,,,107,上海南郊宾馆,国有企业,拥有
114,上海悦华大酒店,hotel,南桥镇江海路88号,121.458472,30.904779,商务酒店,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,5星级,265,,,108,上海悦华酒店管理公司,民营企业,拥有
