poi_id,poi_name,poi_type,address,longitude,latitude,description,location_id,location_name,location_longitude,location_latitude,current_temp,current_condition,weather_update_time,star_rating,room_count,scenic_level,max_capacity,enterprise_id,enterprise_name,enterprise_type,relationship_type
115,上海新发展圣淘沙大酒店有限公司,hotel,南桥镇南桥路1号,121.456329,30.910973,度假酒店,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,4星级,220,,,109,上海新发展集团,民营企业,拥有
116,上海海景海港大酒店有限公司,hotel,海杰路1588号,121.740923,30.900478,海景酒店,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,4星级,185,,,110,上海海景海港酒店,民营企业,拥有
117,上海新发展酒店管理有限公司,hotel,南桥镇解放中路276号,121.462074,30.917409,商务酒店,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,3星级,145,,,109,上海新发展集团,民营企业,拥有
118,上海宏达山庄有限公司,hotel,奉城镇南奉公路255号,121.633427,30.911892,度假山庄,14,奉贤区,121.473945,30.918406,14.2,多云,2025/12/24 10:00,2星级,80,,,111,上海宏达山庄,民营企业,拥有
119,上海兴国宾馆,hotel,兴国路78号,121.434555,31.209827,园林式宾馆,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,180,,,14,锦江国际集团,国有企业,拥有
120,上海长峰酒店管理有限公司,hotel,延安西路1116号,121.430272,31.210169,商务酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,360,,,112,上海龙之梦酒店管理公司,民营企业,拥有
121,上海扬子江万丽大酒店,hotel,延安西路2099号,121.406243,31.20292,豪华酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,520,,,14,锦江国际集团,国有企业,拥有
122,虹桥喜来登上海太平洋大饭店有限公司,hotel,遵义南路5号,121.405597,31.203675,国际品牌酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,498,,,113,喜达屋酒店集团,外资企业,合作
123,上海海鸥国际酒店投资管理有限公司,hotel,延安西路2588号,121.395043,31.197128,商务酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,345,,,14,锦江国际集团,国有企业,拥有
124,上海西郊宾馆,hotel,虹桥路1921号,121.379409,31.20241,国宾馆,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,268,,,14,锦江国际集团,国有企业,拥有
125,上海虹桥迎宾馆,hotel,虹桥路1591号,121.39562,31.202195,国宾馆,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,235,,,14,锦江国际集团,国有企业,拥有
126,上海紫泰酒店管理有限公司,hotel,虹桥路2270号,121.376854,31.191522,豪华酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,408,,,114,万豪国际集团,外资企业,合作
127,上海银星皇冠假日酒店,hotel,番禺路400号,121.429698,31.203014,国际品牌酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,300,,,115,洲际酒店集团,外资企业,合作
128,上海龙之梦酒店管理有限公司,hotel,长宁路1018号,121.416611,31.219131,商务酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,450,,,114,万豪国际集团,外资企业,合作
129,上海裕昌房产发展有限公司,hotel,延安西路488号,121.437008,31.217576,商务酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,5星级,288,,,14,锦江国际集团,国有企业,拥有
130,上海虹桥宾馆有限公司,hotel,延安西路2000号,121.410014,31.203973,商务宾馆,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,4星级,185,,,116,上海美仑酒店,民营企业,拥有
131,上海美仑大酒店有限公司,hotel,武夷路789号,121.413217,31.214471,精品酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,4星级,155,,,117,上海君亭酒店管理公司,民营企业,拥有
132,上海君丽大酒店管理有限公司,hotel,遵义南路448号,121.406259,31.204726,商务酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,4星级,175,,,118,上海三湘实业,民营企业,拥有
133,上海三湘大厦,hotel,中山西路1243号,121.418147,31.194218,商务楼宇酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,3星级,128,,,119,上海绿洲企业,民营企业,拥有
134,上海绿洲企业发展有限公司,hotel,中山西路555号,121.412676,31.213891,商务酒店,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,3星级,95,,,120,上海机场集团,国有企业,拥有
135,上海国际机场宾馆,hotel,虹桥机场迎宾一路368号,121.351951,31.193176,机场宾馆,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,3星级,220,,,14,锦江国际集团,国有企业,拥有
136,上海锦江达华宾馆有限公司,hotel,延安西路918号,121.432291,31.213434,商务宾馆,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,3星级,118,,,120,上海机场集团,国有企业,拥有
137,上海航友宾馆,hotel,迎宾一路425号,121.349965,31.192973,航空宾馆,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,3星级,165,,,14,锦江国际集团,国有企业,拥有
138,上海兴华宾馆,hotel,华山路1226号,121.433399,31.210179,商务宾馆,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,3星级,88,,,121,上海虹桥云峰宾馆,民营企业,拥有
139,上海虹桥云峰宾馆,hotel,虹桥路1665号,121.392872,31.200697,商务宾馆,2,长宁区,121.424751,31.220537,15.2,多云,2025/12/24 10:00,3星级,105,,,121,上海虹桥云峰宾馆,民营企业,拥有
140,上海大厦,hotel,北苏州路20号,121.48995,31.244361,历史名楼,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,5星级,258,,,14,锦江国际集团,国有企业,拥有
141,上海新世纪酒店发展有限公司,hotel,曲阳路1000号,121.490974,31.292411,商务酒店,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,4星级,188,,,122,上海新世纪酒店,民营企业,拥有
142,海鸥饭店,hotel,黄浦路60号,121.491707,31.244571,历史饭店,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,4星级,145,,,14,锦江国际集团,国有企业,拥有
143,上海远洋宾馆有限公司,hotel,东大明路1171号,121.510034,31.25254,商务宾馆,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,4星级,168,,,123,上海远洋宾馆,国有企业,拥有
144,上海宝隆宾馆有限公司,hotel,逸仙路180号,121.487696,31.296734,豪华酒店,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,4星级,285,,,14,锦江国际集团,国有企业,拥有
145,上海九龙宾馆有限公司,hotel,溧阳路601号,121.492083,31.253932,商务宾馆,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,4星级,205,,,124,上海九龙宾馆,民营企业,拥有
146,上海海烟烟草糖酒有限公司,hotel,保定路325号,121.50976,31.258459,企业宾馆,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,3星级,128,,,95,上海烟草集团,国有企业,拥有
147,浦江饭店,hotel,黄浦路15号,121.483462,31.247648,历史名店,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,3星级,108,,,14,锦江国际集团,国有企业,拥有
148,上海天鹅宾馆,hotel,四川北路2211号,121.482087,31.268315,商务宾馆,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,3星级,95,,,125,上海天鹅宾馆,民营企业,拥有
149,上海锦江国际酒店发展股份有限公司,hotel,天潼路422号,121.485434,31.245268,商务酒店,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,3星级,135,,,14,锦江国际集团,国有企业,拥有
150,上海大庆石油大厦,hotel,中山北二路1515号,121.496258,31.285213,企业大厦,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,3星级,118,,,126,中石油集团,国有企业,拥有
151,上海酒钢大酒店有限公司,hotel,东体育会路996号,121.489024,31.286628,商务酒店,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,2星级,85,,,127,上海酒钢大酒店,国有企业,拥有
152,上海上外国际文化交流中心,hotel,赤峰路555号,121.4835,31.282025,校园宾馆,5,虹口区,121.504994,31.264917,15.3,晴,2025/12/24 10:00,2星级,75,,,128,上海外国语大学,事业单位,拥有
153,上海复旦国际学术交流中心有限公司,hotel,邯郸路199号,121.502401,31.29512,校园酒店,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,5星级,315,,,115,洲际酒店集团,外资企业,合作
154,上海瀚海明玉大酒店有限公司,hotel,周家嘴路1888号,121.515105,31.265654,豪华酒店,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,4星级,268,,,129,上海瀚海明玉酒店,民营企业,拥有
155,上海迪顺酒店管理有限公司,hotel,彰武路50号,121.508184,31.281241,商务酒店,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,4星级,195,,,130,上海同济君禧酒店,民营企业,拥有
156,上海甸园宾馆有限公司,hotel,长阳路2558号,121.545911,31.275538,商务宾馆,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,4星级,178,,,131,上海甸园宾馆,民营企业,拥有
157,上海同济迎宾馆有限公司,hotel,彰武路69号,121.510643,31.281782,校园宾馆,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,3星级,125,,,132,同济大学,事业单位,拥有
158,上海林景实业有限公司,hotel,长阳路1691号,121.536052,31.270764,商务宾馆,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,3星级,98,,,133,上海华晶宾馆,民营企业,拥有
159,上海复理管理咨询公司,hotel,邯郸路220号,121.502871,31.297025,校园宾馆,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,3星级,88,,,134,复旦大学,事业单位,拥有
160,上海凤凰大酒店,hotel,控江路1690号,121.514862,31.274466,商务酒店,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,3星级,148,,,135,上海凤凰大酒店,民营企业,拥有
161,上海白玉兰宾馆有限公司,hotel,四平路1251号,121.504777,31.28541,商务宾馆,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,3星级,105,,,136,上海白玉兰宾馆,民营企业,拥有
162,上海长城饭店有限公司,hotel,眉州路272号,121.53619,31.260791,商务饭店,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,2星级,75,,,137,上海长城饭店,民营企业,拥有
163,上海天益宾馆,hotel,四平路1805号,121.509028,31.289199,经济型宾馆,6,杨浦区,121.525409,31.259588,15.1,晴,2025/12/24 10:00,2星级,68,,,138,上海天益宾馆,民营企业,拥有
164,上海新崇大酒店有限公司,hotel,城桥镇鼓浪屿路777号,121.417051,31.637834,商务酒店,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,4星级,258,,,139,上海新崇大酒店,民营企业,拥有
165,上海顺利大酒店有限公司,hotel,城桥镇新崇南路38号,121.399562,31.62077,商务酒店,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,3星级,168,,,140,上海顺利大酒店,民营企业,拥有
166,上海天鹤大酒店有限公司,hotel,城桥镇南门路178号,121.395951,31.619376,商务酒店,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,3星级,145,,,141,上海天鹤大酒店,民营企业,拥有
167,崇明县人民政府招待所,hotel,城桥镇新崇南路68号,121.399051,31.620123,政府宾馆,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,3星级,98,,,142,崇明县政府,政府机构,拥有
168,上海先丰宾馆有限公司,hotel,长兴岛凤滨路663号A座,121.67013,31.393992,商务宾馆,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,2星级,85,,,143,上海先丰宾馆,民营企业,拥有
169,上海乐岛宾馆有限公司,hotel,城桥镇新崇南路89号,121.398229,31.619861,经济型宾馆,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,2星级,72,,,144,上海乐岛宾馆,民营企业,拥有
170,上海思致酒店管理有限公司,hotel,长兴乡凤凰公路38号,121.688568,31.380062,商务宾馆,15,崇明区,121.397662,31.623863,13.8,多云,2025/12/24 10:00,2星级,65,,,145,上海思致酒店,民营企业,拥有
171,上海商城上海波特曼丽嘉酒店,hotel,南京西路1376号,121.451874,31.22681,超豪华酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,5星级,578,,,114,万豪国际集团,外资企业,合作
172,静安希尔顿饭店,hotel,华山路250号,121.44545,31.21928,国际品牌酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,5星级,425,,,146,希尔顿集团,外资企业,合作
173,上海上实南洋大酒店有限公司,hotel,威海路500号,121.461992,31.227315,豪华酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,5星级,398,,,14,锦江国际集团,国有企业,拥有
174,上海静安城建配套发展公司,hotel,愚园路1号,121.447118,31.224827,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,5星级,328,,,147,上海宏安瑞士酒店,民营企业,拥有
175,上海宾馆有限公司,hotel,乌鲁木齐北路505号,121.44377,31.218078,历史名店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,208,,,14,锦江国际集团,国有企业,拥有
176,上海国际贵都大饭店,hotel,延安西路65号,121.44484,31.220179,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,245,,,148,上海国际贵都饭店,民营企业,拥有
177,上海延安饭店,hotel,延安中路1111号,121.44829,31.220481,商务饭店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,185,,,14,锦江国际集团,国有企业,拥有
178,上海美丽园大酒店有限公司,hotel,延安西路396号,121.437869,31.218424,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,268,,,149,上海美丽园酒店,民营企业,拥有
179,上海陕西商务酒店有限公司,hotel,延安中路658号,121.461642,31.224403,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,198,,,150,上海陕西商务酒店,民营企业,拥有
180,上海吉林实业有限公司,hotel,万航渡路818号,121.429571,31.227843,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,175,,,151,上海吉臣酒店,民营企业,拥有
181,上海泛洋城市度假村有限责任公司,hotel,余姚路55号,121.442844,31.236563,度假酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,3星级,148,,,152,上海泛洋度假村,民营企业,拥有
182,上海银发大酒店有限公司,hotel,北京西路1068号,121.454339,31.230282,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,3星级,128,,,153,上海银发大酒店,民营企业,拥有
183,上海云峰大饭店,hotel,北京西路1700号,121.443075,31.225974,商务饭店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,3星级,118,,,154,上海云峰大饭店,民营企业,拥有
184,沪纺大厦,hotel,陕西北路670号,121.451214,31.233746,商务楼宇,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,3星级,95,,,155,上海纺织集团,国有企业,拥有
185,上海良友饭店,hotel,南苏州路1455号,121.461369,31.240004,商务饭店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,2星级,88,,,14,锦江国际集团,国有企业,拥有
186,襄阳饭店,hotel,襄阳北路3号,121.4543,31.220569,经济型饭店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,2星级,65,,,14,锦江国际集团,国有企业,拥有
187,上海建四实业有限公司,hotel,新闸路1933号,121.441621,31.226222,商务楼宇,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,2星级,72,,,156,上海建工集团,国有企业,拥有
188,上海宏泉酒店管理公司,hotel,桃浦路210号,121.397591,31.260808,商务酒店,3,普陀区,121.39547,31.249618,14.9,多云,2025/12/24 10:00,5星级,358,,,157,温德姆酒店集团,外资企业,合作
189,上海新发展大酒店有限公司,hotel,大渡河路158号,121.397075,31.259178,豪华酒店,3,普陀区,121.39547,31.249618,14.9,多云,2025/12/24 10:00,5星级,428,,,114,万豪国际集团,外资企业,合作
190,上海古井金豪酒店管理有限公司,hotel,长寿路700号,121.43335,31.237947,商务酒店,3,普陀区,121.39547,31.249618,14.9,多云,2025/12/24 10:00,4星级,268,,,115,洲际酒店集团,外资企业,合作
191,上海江苏饭店有限公司,hotel,武宁路888号,121.412321,31.245852,商务饭店,3,普陀区,121.39547,31.249618,14.9,多云,2025/12/24 10:00,4星级,195,,,14,锦江国际集团,国有企业,拥有
192,上海金沙江大酒店有限公司,hotel,怒江路257号,121.398489,31.231013,商务酒店,3,普陀区,121.39547,31.249618,14.9,多云,2025/12/24 10:00,3星级,148,,,158,上海金沙江大酒店,民营企业,拥有
193,上海金山宾馆有限公司,hotel,石化金一东路1号,121.343742,30.714949,商务宾馆,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,3星级,128,,,159,上海金山宾馆,国有企业,拥有
194,上海新长龄大酒店有限公司,hotel,枫泾镇枫湾路798号,121.01462,30.898845,商务酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,3星级,158,,,160,上海新长龄大酒店,民营企业,拥有
195,上海金来源酒店管理有限公司,hotel,张堰镇松金公路2525号,121.289279,30.803332,商务酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,3星级,138,,,161,上海金来源酒店,民营企业,拥有
196,上海钱龙实业有限公司,hotel,金山大道3398号,121.318299,30.733133,商务酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,3星级,168,,,162,上海钱龙实业,民营企业,拥有
197,上海广缘大酒店,hotel,朱泾镇罗星南路528号,121.169231,30.89022,商务酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,3星级,145,,,163,上海广缘大酒店,民营企业,拥有
198,上海湘港大酒店有限公司,hotel,石化沪杭公路8484弄3号,121.337454,30.71788,商务酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,2星级,95,,,164,上海湘港大酒店,民营企业,拥有
199,上海隆盛餐饮服务有限公司,hotel,石化隆平路759号,121.337019,30.718506,经济型酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,2星级,85,,,165,上海隆盛餐饮,民营企业,拥有
200,上海连通大酒店有限公司,hotel,漕泾镇军民路2号,121.407519,30.796286,商务酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,2星级,78,,,166,上海连通大酒店,民营企业,拥有
201,上海爱丁堡大酒店有限公司,hotel,石化龙胜路129号,121.348731,30.726111,商务酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,2星级,88,,,167,上海爱丁堡大酒店,民营企业,拥有
202,上海金皇朝大酒店有限公司,hotel,枫泾镇泾波路128号,121.014191,30.89109,商务酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,2星级,92,,,168,上海金皇朝大酒店,民营企业,拥有
203,上海碧丽宫大酒店有限公司,hotel,亭林镇南亭公路6289号,121.313651,30.882734,商务酒店,11,金山区,121.341774,30.742769,14.3,多云,2025/12/24 10:00,2星级,82,,,169,上海碧丽宫大酒店,民营企业,拥有
204,上海耀达房地产开发有限公司,hotel,恒丰路500号,121.453426,31.244713,豪华酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,5星级,498,,,115,洲际酒店集团,外资企业,合作
205,上海广场长城假日酒店,hotel,恒丰路585号,121.453356,31.24725,国际品牌酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,365,,,115,洲际酒店集团,外资企业,合作
206,上海中祥大酒店有限公司,hotel,中兴路1558号,121.457315,31.252074,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,288,,,170,上海中祥大酒店,民营企业,拥有
207,上海锦荣国际大酒店有限公司,hotel,共和新路2750号,121.451259,31.283877,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,245,,,171,上海锦荣国际大酒店,民营企业,拥有
208,上海金水湾大酒店有限公司,hotel,恒丰路308号,121.455921,31.242399,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,4星级,268,,,172,上海金水湾大酒店,民营企业,拥有
209,上海华东大酒店有限公司,hotel,天目西路111号,121.457832,31.246494,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,3星级,185,,,173,上海华东大酒店,民营企业,拥有
210,上海中土酒店有限责任公司,hotel,共和新路666号,121.463363,31.254354,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,3星级,158,,,174,中国中铁,国有企业,拥有
211,上海新民大酒店,hotel,沪太路701号,121.446731,31.263633,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,3星级,148,,,175,上海新民大酒店,民营企业,拥有
212,上海圣贤居酒店有限公司,hotel,中兴路1032号,121.467031,31.252489,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,2星级,95,,,176,上海圣贤居酒店,民营企业,拥有
213,上海紫金东悦酒店有限公司,hotel,永兴路669号,121.464706,31.250992,商务酒店,4,静安区,121.447348,31.227718,15.6,晴,2025/12/24 10:00,2星级,88,,,177,上海紫金东悦酒店,民营企业,拥有
214,上海朱家角皇家郁金香花园酒店,hotel,朱家角镇浦祥路79号,121.045728,31.105825,度假酒店,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,5星级,328,,,14,锦江国际集团,国有企业,拥有
215,上海蓝溪房地产开发公司,hotel,沪青平公路2000号,121.270938,31.16607,度假酒店,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,4星级,268,,,115,洲际酒店集团,外资企业,合作
216,上海迪利特大酒店,hotel,华新镇华腾路288号,121.231542,31.238338,商务酒店,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,4星级,198,,,178,上海迪利特大酒店,民营企业,拥有
217,上海群略商务发展有限公司,hotel,城中北路79号,121.111136,31.148346,商务宾馆,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,3星级,148,,,179,青浦区政府,政府机构,拥有
218,中国石化集团资产经营管理有限公司,hotel,沪青平公路8700号,120.915756,31.060651,会议中心,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,3星级,225,,,180,中石化集团,国有企业,拥有
219,上海静安置业集团,hotel,金泽镇沪青平公路8185号,120.949881,31.073364,度假村,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,3星级,158,,,181,上海静安置业集团,国有企业,拥有
220,上海南华苑度假村有限公司,hotel,华腾路969号,121.222159,31.236219,度假村,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,3星级,168,,,182,上海南华苑度假村,民营企业,拥有
221,上海东方绿舟度假村有限公司,hotel,沪青平公路6888号,121.012163,31.104513,度假村,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,3星级,258,,,65,上海东方绿舟,事业单位,拥有
222,上海电信实业集团有限公司,hotel,金商路111号,121.124249,31.15098,商务酒店,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,3星级,185,,,183,上海电信集团,国有企业,拥有
223,上海机场集团培训管理有限公司,hotel,沪青平公路6658号,121.034922,31.102649,培训中心,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,3星级,138,,,120,上海机场集团,国有企业,拥有
224,上海市纺织职工淀山湖疗养院,hotel,西岑练西路4085号,120.968767,31.061342,疗养院,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,3星级,128,,,155,上海纺织集团,国有企业,拥有
225,上海财苑宾馆,hotel,朱家角镇新溪路100号,121.0573,31.109395,商务宾馆,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,3星级,95,,,184,上海财苑宾馆,民营企业,拥有
226,上海园湖苑宾馆,hotel,青商路258号,120.916385,31.066694,商务宾馆,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,2星级,75,,,185,上海园湖苑宾馆,民营企业,拥有
227,上海好家福酒店,hotel,沪青平公路1915号,121.276763,31.166363,经济型酒店,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,2星级,68,,,186,上海好家福酒店,民营企业,拥有
228,上海青浦人家商务发展有限公司,hotel,崧泽大道9168号,121.121673,31.176453,商务酒店,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,2星级,82,,,187,上海青浦人家,民营企业,拥有
229,上海蛛街阁大酒店有限公司,hotel,祥凝浜路102-124号,121.064303,31.108022,商务酒店,13,青浦区,121.124249,31.15098,14.4,多云,2025/12/24 10:00,2星级,78,,,188,上海朱街阁大酒店,民营企业,拥有
230,上海华亭宾馆有限公司,hotel,漕溪北路1200号,121.43543,31.18135,豪华宾馆,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,5星级,458,,,14,锦江国际集团,国有企业,拥有
231,上海国际网球中心酒店管理有限公司,hotel,衡山路516号,121.443703,31.201729,豪华酒店,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,5星级,385,,,14,锦江国际集团,国有企业,拥有
232,上海市衡山集团公司,hotel,衡山路534号,121.44317,31.200772,历史名店,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,5星级,368,,,14,锦江国际集团,国有企业,拥有
233,上海建国宾馆有限公司,hotel,漕溪北路439号,121.438015,31.189721,商务宾馆,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,4星级,268,,,14,锦江国际集团,国有企业,拥有
234,上海体育场酒店管理有限公司,hotel,零陵路800号,121.440169,31.182835,体育主题酒店,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,4星级,295,,,14,锦江国际集团,国有企业,拥有
235,上海光大会展中心有限公司,hotel,漕宝路66号,121.42903,31.167602,会展酒店,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,4星级,358,,,189,上海光大会展中心,国有企业,拥有
236,上海斯波特体育发展有限公司,hotel,南丹路15号,121.435537,31.189336,体育主题酒店,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,4星级,248,,,190,上海斯波特体育,民营企业,拥有
237,青松城大酒店,hotel,东安路8号,121.44935,31.198598,商务酒店,16,徐汇区,121.436307,31.188334,15,多云,2025/12/24 10:00,4星级,228,,,191,上海青松城酒店,民营企业,拥有
